Datasheet,Image,DK Part #,Mfr Part #,Mfr,Supplier,Description,Stock,Price,@ qty,Min Qty,Package,Series,"Part Status","Capacitance","Tolerance","Voltage - Rated","ESR (Equivalent Series Resistance)","Lifetime @ Temp.","Termination","Mounting Type","Package / Case","Lead Spacing","Size / Dimension","Height - Seated (Max)","Operating Temperature"
"https://www.eaton.com/content/dam/eaton/products/electronic-components/resources/data-sheet/eaton-phv-supercapacitors-cylindrical-pack-data-sheet.pdf","//media.digikey.com/Photos/Cooper%20Bussmann%20Photos/PHV-5R4H505-R.JPG","283-4190-ND","PHV-5R4H505-R","Eaton - Electronics Division","Eaton - Electronics Division","CAP 5F -10% +30% 5.4V T/H","159","10.05","0","1","Bulk","PHV","Active","5 F","-10%, +30%","5.4 V","70mOhm @ 100Hz","1000 Hrs @ 65°C","PC Pins","Through Hole","Radial, Can, Horizontal","0.209"" (5.30mm)","1.280"" L x 0.839"" W (32.50mm x 21.30mm)","0.433"" (11.00mm)","-40°C ~ 65°C"
"https://www.eaton.com/content/dam/eaton/products/electronic-components/resources/data-sheet/eaton-pm-supercapacitors-cylindrical-pack-data-sheet.pdf","//media.digikey.com/Photos/Cooper%20Bussmann%20Photos/PM-5R0H105-R.JPG","283-4003-ND","PM-5R0H105-R","Eaton - Electronics Division","Eaton - Electronics Division","CAP 1F -20% +80% 5V T/H","307","10.26","0","1","Bulk","PM","Active","1 F","-20%, +80%","5 V","200mOhm","1000 Hrs @ 60°C","PC Pins","Through Hole","Radial, Can, Horizontal","0.465"" (11.80mm)","0.866"" L x 0.681"" W (22.00mm x 17.30mm)","0.354"" (9.00mm)","-40°C ~ 60°C"
"http://datasheets.avx.com/AVX-SCC.pdf","//media.digikey.com/Photos/AVX%20Photos/MFG_AVX_SCC-SHRK-WRP.jpg","478-10022-ND","SCCV60B107SRB","AVX Corporation","AVX Corporation","CAP 100F -10% +30% 2.7V T/H","49","11.09","0","1","Bulk","SCC","Active","100 F","-10%, +30%","2.7 V","15mOhm @ 1kHz","1000 Hrs @ 60°C","PC Pins","Through Hole","Radial, Can","0.315"" (8.00mm)","0.709"" Dia (18.00mm)","2.441"" (62.00mm)","-40°C ~ 65°C"
"https://www.eaton.com/content/dam/eaton/products/electronic-components/resources/data-sheet/eaton-kw-supercapacitors-coin-cells-data-sheet.pdf","//media.digikey.com/Photos/Cooper%20Bussmann%20Photos/KW-5R5C105-R.JPG","283-4154-ND","KW-5R5C105-R","Eaton - Electronics Division","Eaton - Electronics Division","CAP 1F -20% +80% 5.5V T/H","7,329","11.87","0","1","Bulk","KW","Active","1 F","-20%, +80%","5.5 V","30Ohm @ 1kHz","2000 Hrs @ 85°C","PC Pins","Through Hole","Radial, Can","0.197"" (5.00mm)","0.846"" Dia (21.50mm)","0.348"" (8.85mm)","-40°C ~ 85°C"
"http://datasheets.avx.com/BestCap.pdf","//media.digikey.com/photos/AVX%20Photos/BZ054B473ZNBIN.JPG","478-13086-ND","BZ054B473ZNBIN","AVX Corporation","AVX Corporation","CAP 47MF -20% +80% 4.5V SMD","2,290","12.17","0","1","Bulk","BestCap® BZ","Active","47 mF","-20%, +80%","4.5 V","-","1000 Hrs @ 70°C","SMD (SMT) Tabs","Surface Mount","BZ05, 2 Lead","-","0.787"" L x 0.591"" W (20.00mm x 15.00mm)","0.091"" (2.30mm)","-20°C ~ 70°C"
"https://www.eaton.com/content/dam/eaton/products/electronic-components/resources/data-sheet/eaton-phb-supercapacitors-cylindrical-pack-data-sheet.pdf","//media.digikey.com/Photos/Cooper%20Bussmann%20Photos/PHB-5R0H505-R.JPG","283-3524-ND","PHB-5R0H505-R","Eaton - Electronics Division","Eaton - Electronics Division","CAP 5F -10% +30% 5V T/H","1,124","11.25","0","1","Bulk","PHB","Active","5 F","-10%, +30%","5 V","130mOhm @ 100Hz","1000 Hrs @ 70°C","PC Pins","Through Hole","Radial, Can, Horizontal","0.209"" (5.30mm)","1.280"" L x 0.839"" W (32.50mm x 21.30mm)","0.433"" (11.00mm)","-25°C ~ 70°C"
"http://www.maxwell.com/images/documents/2_7_100F_ds_3001959_datasheet.pdf","//media.digikey.com/Photos/Maxwell%20Technologies%20Photos/MFG_BCAP0100-P270-S07.jpg","1182-1046-ND","BCAP0100 P270 S07","Maxwell Technologies Korea Co., Ltd.","Maxwell Technologies Korea Co., Ltd.","CAP 100F 0% +20% 2.7V T/H","242","12.84","0","1","Bulk","HC","Active","100 F","0%, +20%","2.7 V","15mOhm","1000 Hrs @ 65°C","PC Pins","Through Hole","Radial, Can","0.394"" (10.00mm)","0.866"" Dia (22.00mm)","1.850"" (47.00mm)","-40°C ~ 65°C"
"http://www.elna.co.jp/en/capacitor/new/pdf/dhl_e.pdf","//media.digikey.com/Photos/Elna%20America%20Photos/DHL-5R5D105T.jpg","604-1157-ND","DHL-5R5D105T","Elna America","Elna America","CAP 1F -20% +80% 5.5V T/H","0","12.91","0","1","Bulk","DHL","Active","1 F","-20%, +80%","5.5 V","20Ohm","1000 Hrs @ 85°C","PC Pins","Through Hole","Radial, Can","0.197"" (5.00mm)","0.846"" Dia (21.50mm)","0.374"" (9.50mm)","-40°C ~ 85°C"
"https://api.kemet.com/component-edge/download/datasheet/FT0H225ZF.pdf","//media.digikey.com/Photos/Kemet%20Photos/FT0H474ZF.jpg","399-17214-ND","FT0H225ZF","KEMET","KEMET","CAP 2.2F -20% +80% 5.5V T/H","7,276","14.55","0","1","Bulk","FT","Active","2.2 F","-20%, +80%","5.5 V","1.8Ohm @ 1kHz","-","PC Pins","Through Hole","Radial, Can","0.400"" (10.16mm)","1.122"" Dia (28.50mm)","0.551"" (14.00mm)","-40°C ~ 85°C"
"http://datasheets.avx.com/BestCap.pdf","//media.digikey.com/photos/AVX%20Photos/BZ055A333ZSB.jpg","478-3645-ND","BZ055B153ZSB","AVX Corporation","AVX Corporation","CAP 15MF -20% +80% 5.5V SMD","1,552","15.58","0","1","Tray","BestCap® BZ","Active","15 mF","-20%, +80%","5.5 V","250mOhm","1000 Hrs @ 70°C","SMD (SMT) Tabs","Surface Mount","BZ05, 3 Lead","-","0.787"" L x 0.591"" W (20.00mm x 15.00mm)","0.106"" (2.70mm)","-20°C ~ 70°C"
"https://www.eaton.com/content/dam/eaton/products/electronic-components/resources/data-sheet/eaton-hv-supercapacitors-cylindrical-cells-data-sheet.pdf","//media.digikey.com/Photos/Cooper%20Bussmann%20Photos/HV1860-2R7107-R.JPG","283-4193-ND","HV1860-2R7107-R","Eaton - Electronics Division","Eaton - Electronics Division","CAP 100F -10% +30% 2.7V T/H","324","16.52","0","1","Bulk","HV","Active","100 F","-10%, +30%","2.7 V","12mOhm @ 100Hz","1000 Hrs @ 65°C","PC Pins","Through Hole","Radial, Can","0.295"" (7.50mm)","0.709"" Dia (18.00mm)","2.382"" (60.50mm)","-40°C ~ 65°C"
"https://www.tecategroup.com/products/data_sheet.php?i=TPLH-3R0/450SS35X71","//media.digikey.com/Photos/TecateGroup/MFG_TPLH-3V.jpg","2085-TPLH-3R0/450SS35X71-ND","TPLH-3R0/450SS35X71","Tecate Group","Tecate Group","CAP 450F 3V THROUGH HOLE","117","16.74","0","1","Bulk","TPLH-3V","Active","450 F","-","3 V","3.6mOhm","1500 Hrs @ 65°C","PC Pins","Through Hole","Radial, Can - Snap-In - 4 Lead","0.902"" (22.90mm)","1.378"" Dia (35.00mm)","2.874"" (73.00mm)","-40°C ~ 65°C"
"https://www.eaton.com/content/dam/eaton/products/electronic-components/resources/data-sheet/eaton-xv%20supercapacitor-cylindrical-snap-in-data-sheet.pdf","//media.digikey.com/Photos/Cooper%20Bussmann%20Photos/XV3560-2R7407-R.JPG","283-4209-ND","XV3560-2R7407-R","Eaton - Electronics Division","Eaton - Electronics Division","CAP 400F -5% +10% 2.7V T/H","1,345","16.86","0","1","Bulk","XV","Active","400 F","-5%, +10%","2.7 V","3.2mOhm","1500 Hrs @ 65°C","PC Pins","Through Hole","Radial, Can - Snap-In","0.886"" (22.50mm)","1.378"" Dia (35.00mm)","2.480"" (63.00mm)","-40°C ~ 65°C"
"http://datasheets.avx.com/BestCap.pdf","//media.digikey.com/photos/AVX%20Photos/BZ055A333ZSB.jpg","478-6277-ND","BZ05FB682ZSB","AVX Corporation","AVX Corporation","CAP 6.8MF -20% +80% 15V SMD","573","25.61","0","1","Bulk","BestCap® BZ","Active","6.8 mF","-20%, +80%","15 V","500mOhm","1000 Hrs @ 70°C","SMD (SMT) Tabs","Surface Mount","BZ05, 3 Lead","-","0.787"" L x 0.591"" W (20.00mm x 15.00mm)","0.228"" (5.80mm)","-20°C ~ 70°C"
"http://datasheets.avx.com/BestCap.pdf","//media.digikey.com/photos/AVX%20Photos/BZ01CA223ZSB.jpg","478-3522-ND","BZ015A104ZSB","AVX Corporation","AVX Corporation","CAP 100MF -20% +80% 5.5V SMD","507","27.63","0","1","Tray","BestCap® BZ","Active","100 mF","-20%, +80%","5.5 V","80mOhm","1000 Hrs @ 70°C","SMD (SMT) Tabs","Surface Mount","BZ01, 3 Lead","-","1.102"" L x 0.669"" W (28.00mm x 17.00mm)","0.283"" (7.20mm)","-20°C ~ 70°C"
"https://www.eaton.com/content/dam/eaton/products/electronic-components/resources/data-sheet/eaton-xl60-supercapacitors-cylindrical-cells-data-sheet.pdf","//media.digikey.com/Photos/Eaton-Electronics/MFG_XL60-2R7308T-R.jpg","283-XL60-2R9348T-R-ND","XL60-2R9348T-R","Eaton - Electronics Division","Eaton - Electronics Division","CAP 3400F 2.85V SCREW TERM","29","125.58","0","1","Bulk","XL60","Active","3400 F","0%, +20%","2.85 V","0.23mOhm","1500 Hrs @ 65°C","Screw Terminals","Chassis, Stud Mount","Axial, Can - Screw Terminals","-","2.390"" Dia x 5.433"" L (60.70mm x 138.00mm)","-","-40°C ~ 65°C"
"https://www.eaton.com/content/dam/eaton/products/electronic-components/resources/data-sheet/eaton-xvm-supercapacitor-module-data-sheet.pdf","//media.digikey.com/Photos/Cooper%20Bussmann%20Photos/MFG_XVM-16R2656-R.jpg","283-4464-ND","XVM-16R2656-R","Eaton - Electronics Division","Eaton - Electronics Division","CAP 65F 0% +20% 16.2V CHASSIS MT","49","179.05","0","1","Bulk","XVM","Active","65 F","0%, +20%","16.2 V","22mOhm","1500 Hrs @ 65°C","Screw Terminals","Chassis Mount","Module","0.846"" (21.50mm)","9.291"" L x 1.803"" W (236.00mm x 45.80mm)","3.051"" (77.50mm)","-40°C ~ 65°C"
" https://www.eaton.com/content/dam/eaton/products/electronic-components/resources/data-sheet/eaton-xtm-18-supercapacitor-module-data-sheet.pdf","//media.digikey.com/Photos/Eaton-Electronics/MFG_XTM-18R0626-R.jpg","283-XTM-18R0626-R-ND","XTM-18R0626-R","Eaton - Electronics Division","Eaton - Electronics Division","CAP 61.7F -5% +20% 18V CHAS MNT","30","188.66","0","1","Bulk","XTM","Active","61.7 F","-5%, +20%","18 V","22mOhm","1500 Hrs @ 65°C","Screw Terminals","Chassis Mount","Module","-","9.291"" L x 1.803"" W (236.00mm x 45.80mm)","3.051"" (77.50mm)","-40°C ~ 65°C"
"https://www.cde.com/resources/catalogs/DGH-series.pdf","//media.digikey.com/Photos/Illinois%20Capacitor/MFG_DGH.JPG","1572-1773-ND","DGH205Q2R7","Illinois Capacitor","Illinois Capacitor","CAPACITOR 2F -10% +30% 2.7V TH","13,789","1.62","0","1","Bulk","DGH","Active","2 F","-10%, +30%","2.7 V","130mOhm","1500 Hrs @ 65°C","PC Pins","Through Hole","Radial, Can","0.138"" (3.50mm)","0.315"" Dia (8.00mm)","0.610"" (15.50mm)","-40°C ~ 65°C"
"https://api.kemet.com/component-edge/download/specsheet/FCS0V224ZFTBR24.pdf","//media.digikey.com/Photos/Kemet%20Photos/FCS0H104ZFTBR24.JPG","399-13094-2-ND,399-13094-1-ND,399-13094-6-ND","FCS0V224ZFTBR24","KEMET","KEMET","CAP 220MF -20% +80% 3.5V SMD","1,766","4.34","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","FC","Active","220 mF","-20%, +80%","3.5 V","50Ohm @ 1kHz","-","SMD (SMT) Tabs","Surface Mount","Radial, Can - SMD","-","0.421"" Dia (10.70mm)","0.217"" (5.50mm)","-25°C ~ 70°C"
"//media.digikey.com/pdf/Data%20Sheets/Cornell%20Dubilier%20PDFs/DSFyyyQ_Series_DS.pdf","//media.digikey.com/photos/Cornell%20Dubilier%20Photos/MFG_DSF_Rad.jpg","1572-DSF305Q3R0-ND","DSF305Q3R0","Illinois Capacitor","Illinois Capacitor","3F 3.0V 8*20","3,440","1.77","0","1","Bulk","DSF","Active","3 F","-10%, +30%","3 V","80mOhm @ 1kHz","1000 Hrs @ 65°C","PC Pins","Through Hole","Radial, Can","0.138"" (3.50mm)","0.315"" Dia (8.00mm)","0.846"" (21.50mm)","-40°C ~ 65°C"
"https://www.eaton.com/content/dam/eaton/products/electronic-components/resources/data-sheet/eaton-b-supercapacitors-cylindrical-cells-data-sheet.pdf","//media.digikey.com/photos/Cooper%20Bussmann%20Photos/B%20SERIES%2013.5H,8.0D.jpg","283-2776-ND","B0810-2R5105-R","Eaton - Electronics Division","Eaton - Electronics Division","CAP 1F -20% +80% 2.5V T/H","19,741","1.79","0","1","Bulk","B","Active","1 F","-20%, +80%","2.5 V","500mOhm @ 1kHz","1000 Hrs @ 70°C","PC Pins","Through Hole","Radial, Can","0.138"" (3.50mm)","0.335"" Dia (8.50mm)","0.532"" (13.50mm)","-25°C ~ 70°C"
"-","//media.digikey.com/Renders/Seiko%20Instr%20Renders/CPM3225A-1210-(3225-Metric).jpg","728-1133-2-ND,728-1133-1-ND,728-1133-6-ND","CPM3225A-2K","Seiko Instruments","Seiko Instruments","CAP 11.5MF 2.6V SMD","10,180","4.58","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","CPM","Active","11.5 mF","-","2.6 V","-","-","-","Surface Mount","1210 (3225 Metric)","-","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.039"" (1.00mm)","-"
"https://api.kemet.com/component-edge/download/datasheet/FCS0H473ZFTBR24.pdf","//media.digikey.com/Photos/Kemet%20Photos/FCS0H104ZFTBR24.JPG","399-16033-2-ND,399-16033-1-ND,399-16033-6-ND","FCS0H473ZFTBR24","KEMET","KEMET","CAP 47MF -20% +80% 5.5V SMD","1,004","3.74","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","FC","Active","47 mF","-20%, +80%","5.5 V","100Ohm @ 1kHz","-","SMD (SMT) Tabs","Surface Mount","Radial, Can - SMD","-","0.421"" Dia (10.70mm)","0.217"" (5.50mm)","-25°C ~ 70°C"
"http://datasheets.avx.com/AVX-SCC-LE.pdf","//media.digikey.com/Photos/AVX%20Photos/MFG_AVX_SCC-SHRK-WRP.jpg","478-12167-ND","SCCR20B335PRBLE","AVX Corporation","AVX Corporation","CAP 3.3F -10% +30% 2.7V T/H","228","2.09","0","1","Bulk","SCC LE","Active","3.3 F","-10%, +30%","2.7 V","45mOhm @ 1kHz","1000 Hrs @ 60°C","PC Pins","Through Hole","Radial, Can","0.118"" (3.00mm)","0.315"" Dia (8.00mm)","0.846"" (21.50mm)","-40°C ~ 65°C"
"https://api.kemet.com/component-edge/download/specsheet/HVZ0E105NF.pdf","//media.digikey.com/Photos/Kemet%20Photos/MFG_HVZ0E.jpg","399-17800-ND","HVZ0E105NF","KEMET","KEMET","CAP 1F 30% 2.7V T/H","2,582","2.16","0","1","Bulk","HVZ","Active","1 F","±30%","2.7 V","300mOhm @ 1kHz","-","PC Pins","Through Hole","Radial, Can","0.138"" (3.50mm)","0.315"" Dia (8.00mm)","0.551"" (14.00mm)","-25°C ~ 70°C"
"http://datasheets.avx.com/AVX-SCC.pdf","//media.digikey.com/Photos/AVX%20Photos/MFG_AVX_SCC-SHRK-WRP.jpg","478-10010-ND","SCCR12B105PRB","AVX Corporation","AVX Corporation","CAPACITOR 1F 0% +100% 2.7V T/H","8,232","2.19","0","1","Bulk","SCC","Active","1 F","0%, +100%","2.7 V","150mOhm @ 1kHz","1000 Hrs @ 60°C","PC Pins","Through Hole","Radial, Can","0.138"" (3.50mm)","0.315"" Dia (8.00mm)","0.551"" (14.00mm)","-40°C ~ 65°C"
"http://datasheets.avx.com/AVX-SCC.pdf","//media.digikey.com/Photos/AVX%20Photos/MFG_AVX_SCC-SHRK-WRP.jpg","478-11279-ND","SCCQ12B105PRB","AVX Corporation","AVX Corporation","CAPACITOR 1F 0% +100% 2.7V T/H","3,013","2.3","0","1","Bulk","SCC","Active","1 F","0%, +100%","2.7 V","200mOhm @ 1kHz","1000 Hrs @ 60°C","PC Pins","Through Hole","Radial, Can","0.091"" (2.30mm)","0.248"" Dia (6.30mm)","0.551"" (14.00mm)","-40°C ~ 65°C"
"https://www.eaton.com/content/dam/eaton/products/electronic-components/resources/data-sheet/eaton-kr-supercapacitors-coin-cells-data-sheet.pdf","//media.digikey.com/photos/Cooper%20Bussmann%20Photos/KR-5R5H474-R.jpg","283-2818-ND","KR-5R5H104-R","Eaton - Electronics Division","Eaton - Electronics Division","CAP 100MF -20% +80% 5.5V T/H","1,890","2.35","0","1","Bulk","KR","Active","100 mF","-20%, +80%","5.5 V","75Ohm @ 1kHz","1000 Hrs @ 70°C","PC Pins","Through Hole","Axial, Can - Horizontal","0.394"" (10.00mm)","0.453"" Dia (11.50mm)","0.197"" (5.00mm)","-25°C ~ 70°C"
"//media.digikey.com/pdf/Data%20Sheets/Cornell%20Dubilier%20PDFs/DSFyyyQ_Series_DS.pdf","//media.digikey.com/photos/Cornell%20Dubilier%20Photos/MFG_DSF_Rad.jpg","1572-DSF106Q3R0-ND","DSF106Q3R0","Illinois Capacitor","Illinois Capacitor","10F 3.0V 10*30","2,102","2.43","0","1","Bulk","DSF","Active","10 F","-10%, +30%","3 V","40mOhm @ 1kHz","1000 Hrs @ 65°C","PC Pins","Through Hole","Radial, Can","0.197"" (5.00mm)","0.394"" Dia (10.00mm)","1.260"" (32.00mm)","-40°C ~ 65°C"
"https://www.tecategroup.com/products/data_sheet.php?i=TPL-1.2/6X15F","//media.digikey.com/Photos/TecateGroup/MFG_TPL-1.2_6X15F.jpg","2085-TPL-1.2/6X15F-ND","TPL-1.2/6X15F","Tecate Group","Tecate Group","CAP 1.2F -10% +20% 2.7V T/H","4,548","2.45","0","1","Bulk","TPL","Active","1.2 F","-10%, +20%","2.7 V","330mOhm @ 1kHz","1000 Hrs @ 85°C","PC Pins","Through Hole","Radial, Can","0.098"" (2.50mm)","0.248"" Dia (6.30mm)","0.650"" (16.50mm)","-40°C ~ 85°C"
"https://www.tecategroup.com/products/data_sheet.php?i=TPL-0.5/8X12F","//media.digikey.com/Photos/TecateGroup/MFG_TPL-0.5_8X12F.jpg","2085-TPL-0.5/8X12F-ND","TPL-0.5/8X12F","Tecate Group","Tecate Group","CAP 500MF -10% +20% 2.7V T/H","3,525","2.5","0","1","Bulk","TPL","Active","500 mF","-10%, +20%","2.7 V","700mOhm @ 1kHz","1000 Hrs @ 85°C","PC Pins","Through Hole","Radial, Can","0.138"" (3.50mm)","0.315"" Dia (8.00mm)","0.531"" (13.50mm)","-40°C ~ 85°C"
"https://www.cde.com/resources/catalogs/DGH-series.pdf","//media.digikey.com/Photos/Illinois%20Capacitor/MFG_DGH.JPG","1572-1768-ND","DGH505Q2R7","Illinois Capacitor","Illinois Capacitor","CAPACITOR 5F -10% +30% 2.7V TH","8,857","2.51","0","1","Bulk","DGH","Active","5 F","-10%, +30%","2.7 V","70mOhm","1500 Hrs @ 65°C","PC Pins","Through Hole","Radial, Can","0.197"" (5.00mm)","0.394"" Dia (10.00mm)","0.866"" (22.00mm)","-40°C ~ 65°C"
"https://www.tecategroup.com/products/data_sheet.php?i=TPL-5.0/10X20F","//media.digikey.com/Photos/TecateGroup/MFG_TPL-5.0-10X20F.jpg","2085-TPL-5.0/10X20F-ND","TPL-5.0/10X20F","Tecate Group","Tecate Group","CAP 5F -10% +20% 2.7V T/H","1,854","2.51","0","1","Bulk","TPL","Active","5 F","-10%, +20%","2.7 V","90mOhm @ 1kHz","1000 Hrs @ 85°C","PC Pins","Through Hole","Radial, Can","0.197"" (5.00mm)","0.394"" Dia (10.00mm)","0.846"" (21.50mm)","-40°C ~ 85°C"
"http://www.elna.co.jp/en/capacitor/double_layer/catalog/pdf/dz_e_p230-231.pdf","//media.digikey.com/photos/Elna%20America%20Photos/MFG_DZ%20SERIES%20radial.jpg","604-1034-ND","DZ-2R5D105T","Elna America","Elna America","CAP 1F -20% +80% 2.5V T/H","1,703","2.51","0","1","Bulk","DZ","Active","1 F","-20%, +80%","2.5 V","1Ohm","1000 Hrs @ 70°C","PC Pins","Through Hole","Radial, Can","0.138"" (3.50mm)","0.315"" Dia (8.00mm)","0.945"" (24.00mm)","-25°C ~ 70°C"
"https://www.cde.com/resources/catalogs/DGH-series.pdf","-","1572-DGH106Q2R7C-ND","DGH106Q2R7C","Illinois Capacitor","Illinois Capacitor","CAP EDLC 2.7V 10F TH","3,382","2.55","0","1","Bag","DGH","Active","10 F","-10%, +30%","2.7 V","40mOhm @ 1kHz","1500 Hrs @ 65°C","PC Pins","Through Hole","Radial, Can","0.197"" (5.00mm)","0.394"" Dia (10.00mm)","1.063"" (27.00mm)","-40°C ~ 65°C"
"https://www.tecategroup.com/products/data_sheet.php?i=TPLH-2R7/4.0WR8X20","//media.digikey.com/Photos/TecateGroup/TPLH-2R7-4.0WR8X20.jpg","2085-TPLH-2R7/4.0WR8X20-ND","TPLH-2R7/4.0WR8X20","Tecate Group","Tecate Group","CAP 4F 2.7V THROUGH HOLE","2,444","2.55","0","1","Bulk","TPLH-2R7","Active","4 F","-","2.7 V","88mOhm @ 1kHz","1500 Hrs @ 85°C","PC Pins","Through Hole","Radial, Can","0.138"" (3.50mm)","0.315"" Dia (8.00mm)","0.866"" (22.00mm)","-40°C ~ 85°C"
"http://www.elna.co.jp/en/capacitor/double_layer/catalog/pdf/dx_e.pdf","//media.digikey.com/Photos/Elna%20America%20Photos/DXH%20SERIES.JPG","604-1021-ND","DX-5R5H473U","Elna America","Elna America","CAP 47MF -20% +80% 5.5V T/H","2,635","2.66","0","1","Bulk","DX","Active","47 mF","-20%, +80%","5.5 V","120Ohm","1000 Hrs @ 70°C","PC Pins","Through Hole","Axial, Can - Horizontal","0.394"" (10.00mm)","0.453"" Dia (11.50mm)","0.217"" (5.50mm)","-25°C ~ 70°C"
"https://api.kemet.com/component-edge/download/datasheet/FM0V224ZF.pdf","//media.digikey.com/photos/Kemet%20Photos/FM-Series.JPG","399-13104-ND","FM0V224ZF","KEMET","KEMET","CAP 220MF -20% +80% 3.5V T/H","1,863","2.66","0","1","Bulk","FM","Active","220 mF","-20%, +80%","3.5 V","100Ohm","1000 Hrs @ 70°C","PC Pins","Through Hole","Radial","0.197"" (5.00mm)","0.413"" L x 0.256"" W (10.50mm x 6.50mm)","0.453"" (11.50mm)","-25°C ~ 70°C"
"http://datasheets.avx.com/AVX-SCC-3.0V.pdf","//media.digikey.com/Photos/AVX%20Photos/MFG_AVX_SCC-SHRK-WRP.jpg","478-11281-ND","SCCR12E105PRB","AVX Corporation","AVX Corporation","CAPACITOR 1F 0% +100% 3V T/H","4,174","2.76","0","1","Bulk","SCC","Active","1 F","0%, +100%","3 V","180mOhm @ 1kHz","1000 Hrs @ 60°C","PC Pins","Through Hole","Radial, Can","0.138"" (3.50mm)","0.315"" Dia (8.00mm)","0.551"" (14.00mm)","-40°C ~ 65°C"
"https://api.kemet.com/component-edge/download/datasheet/FG0H223ZF.pdf","//media.digikey.com/Photos/Kemet%20Photos/FG0H103ZF.jpg","399-18542-ND","FG0H223ZF","KEMET","KEMET","CAP 22MF -20% +80% 5.5V T/H","1,861","2.84","0","1","Bulk","FG","Active","22 mF","-20%, +80%","5.5 V","200Ohm @ 1kHz","-","PC Pins","Through Hole","Radial, Can","0.200"" (5.08mm)","0.433"" Dia (11.00mm)","0.217"" (5.50mm)","-25°C ~ 70°C"
"http://www.elna.co.jp/en/capacitor/double_layer/catalog/pdf/dxj_e.pdf","//media.digikey.com/Photos/Elna%20America%20Photos/DXJV%20SERIES.JPG","604-1089-ND","DXJ-5R5V224U","Elna America","Elna America","CAP 220MF -20% +80% 5.5V T/H","1,734","2.93","0","1","Bulk","DXJ","Active","220 mF","-20%, +80%","5.5 V","150Ohm","1000 Hrs @ 85°C","PC Pins","Through Hole","Axial, Can - Vertical","0.197"" (5.00mm)","0.453"" Dia (11.50mm)","0.532"" (13.50mm)","-10°C ~ 85°C"
"http://www.elna.co.jp/en/capacitor/double_layer/catalog/pdf/dbn_e.pdf","//media.digikey.com/photos/Elna%20America%20Photos/ELNA%20AMERICA%20INC-SERIES-DB_DH-5R5D%2013.5D.jpg","604-1000-ND","DB-5R5D473T","Elna America","Elna America","CAP 47MF -20% +80% 5.5V T/H","7,433","3.07","0","1","Bulk","DB","Active","47 mF","-20%, +80%","5.5 V","120Ohm @ 1kHz","1000 Hrs @ 70°C","PC Pins","Through Hole","Radial, Can","0.197"" (5.00mm)","0.531"" Dia (13.50mm)","0.295"" (7.50mm)","-25°C ~ 70°C"
"https://api.kemet.com/component-edge/download/datasheet/FM0H104ZF.pdf","//media.digikey.com/photos/Kemet%20Photos/FM-Series.JPG","399-13101-ND","FM0H104ZF","KEMET","KEMET","CAP 100MF -20% +80% 5.5V T/H","6,807","3.08","0","1","Bulk","FM","Active","100 mF","-20%, +80%","5.5 V","100Ohm","1000 Hrs @ 70°C","PC Pins","Through Hole","Radial","0.197"" (5.00mm)","0.413"" L x 0.256"" W (10.50mm x 6.50mm)","0.453"" (11.50mm)","-25°C ~ 70°C"
"//media.digikey.com/PDF/Data%20Sheets/Elna%20America%20Inc/DVS%20Series.pdf","//media.digikey.com/Photos/Elna%20America%20Photos/DVS%20SERIES.JPG","604-1169-2-ND,604-1169-1-ND,604-1169-6-ND","DVS-3R6D104T-R5","Elna America","Elna America","CAP 100MF 3.6V SURFACE MNT","325","4.67","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","DVS","Active","100 mF","-","3.6 V","30Ohm","-","SMD (SMT) Tabs","Surface Mount","Radial, Can - SMD","-","0.492"" Dia (12.50mm)","0.335"" (8.50mm)","-25°C ~ 85°C"
"http://datasheets.avx.com/AVX-SCC-3.0V.pdf","//media.digikey.com/Photos/AVX%20Photos/MFG_AVX_SCC-SHRK-WRP.jpg","478-11284-ND","SCCR25E505PRB","AVX Corporation","AVX Corporation","CAPACITOR 5F 0% +100% 3V T/H","2,734","3.22","0","1","Bulk","SCC","Active","5 F","0%, +100%","3 V","85mOhm @ 1kHz","1000 Hrs @ 60°C","PC Pins","Through Hole","Radial, Can","0.138"" (3.50mm)","0.315"" Dia (8.00mm)","1.063"" (27.00mm)","-40°C ~ 65°C"
"https://api.kemet.com/component-edge/download/datasheet/FS0H473ZF.pdf","//media.digikey.com/Photos/Kemet%20Photos/MFG_FS_Series.jpg","399-17209-ND","FS0H473ZF","KEMET","KEMET","CAP 47MF -20% +80% 5.5V T/H","2,428","3.26","0","1","Bulk","FS","Active","47 mF","-20%, +80%","5.5 V","40Ohm @ 1kHz","-","PC Pins","Through Hole","Radial, Can","0.200"" (5.08mm)","0.512"" Dia (13.00mm)","0.335"" (8.50mm)","-25°C ~ 70°C"
